Estado,Id de contacto,Id. de la oportunidad,Financiador: Nombre de la cuenta,Etapa,Etapa del Cr_dito,Situacion del Cliente,Potencia Instalada (W),Precio de Contado (Venta),Importe,Anticipo,Monto Mensualidad,Frecuencia Programada de Pagos (en dias),Numero de Pagos Programados,Number of Payments,Saldo Pagado,Saldo Total,Saldo Atrasado,Plazo del Credito (meses),Meses Transcurridos,Cantidad de Pagos realizados,% Pagado,Porcentaje de Pago a la Fecha,Rating Interno Credito,Nombre de la cuenta: Nombre de la cuenta
Guerrero,0031600002NPvz9,0061600000mEN2p,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,9600,9600,3000,6600,30,1,2,9600,0,0,1,38,2,100,100,1,Tlapa ILUCentro
Guerrero,0031600002N9qqi,0061M00000z3yGY,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,0,1000,1000,500,125,60,2,3,0,1000,625,4,1,0,0,0,No Disponible,Tlapa ILUCentro
Guerrero,0031600002N9qqi,0061600000mDSUi,ILUMEXICO Financiador,Vendido,Pagado,Deudor PAR 60,15,3250,4000,400,300,30,12,15,3850,150,150,12,39,9,96.25,96.25,1,Tlapa ILUCentro
Guerrero,0031600002MTw8g,0061600000mDxCJ,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,400,400,400,0,30,1,2,400,0,0,1,39,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002MqMFy,0061600000v6WMb,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,540,540,540,0,30,1,2,540,0,0,1,20,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002MqMFy,0061600000qjimU,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,4500,4500,4500,0,30,1,2,4500,0,0,1,28,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002Ms8Nu,0061M00000ws1ol,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,25,5500,5500,1000,250,90,6,7,1000,4500,3750,18,15,1,18.18,21.05,No Disponible,Tlapa ILUCentro
Guerrero,0031600002MSDoO,0061600000niuEl,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,150,150,150,0,30,1,3,150,0,0,1,36,2,100,100,1,Tlapa ILUCentro
Guerrero,0031600002MQpui,0061M00000yeu5K,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,0,350,350,350,0,30,1,2,0,350,350,1,7,0,0,0,0,Tlapa ILUCentro
Guerrero,0031600002MQpui,0061M00000xVx5F,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,350,350,350,0,30,1,2,350,0,0,1,7,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002MQpui,0061M00000wuDfy,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,900,900,900,0,30,1,2,900,0,0,1,13,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002MqPsN,0061M00000wuZ5M,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,950,950,950,0,30,1,2,950,0,0,1,13,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002MQpgj,0061600000oiO2Q,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,150,150,150,0,30,1,2,150,0,0,1,33,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002MpPwS,0061600000qjbDf,ILUMEXICO Financiador,Cancelado,Moroso Perdido,Moroso,300,20800,20800,4000,1400,30,12,14,10200,10600,10600,12,28,7,49.04,49.04,0,Tlapa ILUCentro
Guerrero,0031600002MsB0D,0061600000viPX3,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,25,3500,4260,600,305,30,12,13,600,3660,3660,12,18,1,14.08,14.08,0,Tlapa ILUCentro
Guerrero,0031600002QLBBm,0061600000niuER,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,4200,4200,4200,0,30,1,2,4200,0,0,1,36,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002MRisb,0061600000v7CZK,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,350,350,350,0,30,1,2,350,0,0,1,19,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002MsB0X,0061600000mgdmW,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,50,50,50,0,30,1,2,50,0,0,1,37,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002Ms59e,0061M00000wsIYy,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,25,5500,5500,1000,250,90,6,8,3750,1750,1000,18,15,4,68.18,78.95,No Disponible,Tlapa ILUCentro
Guerrero,0031600002MpnNg,0061600000v6kZm,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,800,800,400,400,30,1,2,800,0,0,1,20,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002MpnNg,0061600000tVpnY,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,360,360,360,0,30,1,2,360,0,0,1,22,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002QOszp,0061600000ohID6,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,900,900,900,0,30,1,2,900,0,0,1,33,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002QOszp,0061600000njnd9,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,250,10850,10850,5425,1808.33,30,3,5,10850,0,0,3,36,3,100,100,3,Tlapa ILUCentro
Guerrero,0031M00002iHeyi,0061M00000wuJwA,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,25,4500,5500,1000,250,60,9,10,2300,3200,1950,18,13,3,41.82,54.12,No Disponible,Tlapa ILUCentro
Guerrero,0031M00002iIUgJ,0061M00000wuZGZ,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,25,4500,5500,600,272.22,30,18,19,1601,3899,2537.89,18,13,4,29.11,38.68,No Disponible,Tlapa ILUCentro
Guerrero,0031M00002iHeys,0061M00000zfVzJ,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR30,25,6700,10000,1000,250,60,18,19,1750,8250,500,36,5,2,17.5,77.78,No Disponible,Tlapa ILUCentro
Guerrero,0031M00002iHeys,0061M00000wuJwK,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,4500,4500,4500,0,30,1,2,4500,0,0,1,13,1,100,100,3,Tlapa ILUCentro
Guerrero,0031M00002gvgyB,0061M00000wtV9n,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,2900,2900,2900,0,30,1,2,2900,0,0,1,14,1,100,100,3,Tlapa ILUCentro
Guerrero,0031M00002gvgyB,0061M00000wsPjp,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,230,230,230,0,30,1,2,230,0,0,1,15,1,100,100,3,Tlapa ILUCentro
Guerrero,0031M00002gvSI6,0061M00000vuAEW,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,200,20500,20500,20500,0,30,1,2,21200,-700,-700,1,16,2,103.41,103.41,1,Tlapa ILUCentro
Guerrero,0031M00002gkhGp,0061M00000vtWES,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,0,19800,19800,3000,1292.31,30,13,15,17300,2500,2500,13,17,13,87.37,87.37,0,Tlapa ILUCentro
Guerrero,0031M00002gvB52,0061M00000vu6Cm,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3800,3800,3800,0,30,1,2,3800,0,0,1,17,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dEk72,0061600000tWy4B,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2800,2800,2800,0,30,1,2,2800,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dGELv,0061600000v6Ffh,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3000,3360,600,460,30,6,7,3370,-10,-10,6,21,4,100.3,100.3,1,Tlapa ILUCentro
Guerrero,0031600002dEkke,0061600000tWyNY,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,2850,2850,1000,616.67,30,3,4,1000,1850,1850,3,21,1,35.09,35.09,0,Tlapa ILUCentro
Guerrero,0031600002dEjqG,0061M00000wTzRr,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,6800,6800,3800,1500,60,1,2,3800,3000,3000,2,11,1,55.88,55.88,0,Tlapa ILUCentro
Guerrero,0031600002dEjqG,0061600000tWy0E,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2800,2800,2800,0,30,1,2,2800,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dG0jL,0061600000v6BBy,ILUMEXICO Financiador,Cancelado,Moroso Perdido,Moroso,25,2850,3380,800,215,30,12,13,1430,1950,1950,12,21,3,42.31,42.31,0,Tlapa ILUCentro
Guerrero,0031600002dEkQn,0061600000tWyCJ,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2800,2800,2800,0,30,1,2,2800,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dGEJQ,0061600000v6FeA,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3000,3230,1500,1730,30,1,2,3230,0,0,1,21,2,100,100,1,Tlapa ILUCentro
Guerrero,0031600002dFbJO,0061600000tXLUv,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,100,14000,14000,8000,2000,30,3,5,14000,0,0,3,21,5,100,100,1,Tlapa ILUCentro
Guerrero,0031600002dG0Li,0061600000v6B6P,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3000,3360,600,460,30,6,7,3360,0,0,6,21,5,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dEjga,0061600000tWxxy,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2800,2800,2800,0,30,1,3,2800,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dFv8w,0061M00000wuZGP,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,230,230,230,0,30,1,2,230,0,0,1,13,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dEc5L,0061600000tWvWH,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,2750,2750,0,30,1,2,2750,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dFbKW,0061M00000wSq0K,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,320,320,320,0,30,1,2,320,0,0,1,12,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dFbKW,0061600000tXLV5,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,11600,11600,8000,1200,30,3,4,11600,0,0,3,21,2,100,100,2,Tlapa ILUCentro
Guerrero,0031600002dGELl,0061600000vidGb,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,262,262,262,0,30,1,2,262,0,0,1,18,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dGELl,0061600000v6Ffc,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3000,3360,600,460,30,6,7,3360,0,0,6,21,7,100,100,1,Tlapa ILUCentro
Guerrero,0031600002dGEJB,0061600000v6FdX,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3000,3000,3000,0,30,1,2,3000,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dEkko,0061600000tWyNd,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2850,2850,2850,0,30,1,2,2850,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dFv9B,0061M00000zfVzd,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR30,25,6950,10250,1250,250,60,18,20,2000,8250,500,36,5,4,19.51,80,No Disponible,Tlapa ILUCentro
Guerrero,0031600002dFv9p,0061600000tXSng,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,11600,14060,3500,880,30,12,13,14060,0,0,12,21,10,100,100,2,Tlapa ILUCentro
Guerrero,0031600002dG0of,0061600000v6BCX,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2850,2850,2850,0,30,1,2,2850,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dGEMF,0061600000v6Ffm,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,3000,3360,600,460,30,6,7,2859,501,501,6,21,5,85.09,85.09,0,Tlapa ILUCentro
Guerrero,0031600002dFv9k,0061600000tXSnR,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2850,2850,2850,0,30,1,2,2850,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dEkm1,0061600000tWyOM,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2850,2850,2850,0,30,1,2,2850,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dG0dm,0061600000v6BAq,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2850,2850,2600,250,30,1,2,2850,0,0,1,21,2,100,100,1,Tlapa ILUCentro
Guerrero,0031600002dFv9a,0061M00000wuZGU,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,230,230,230,0,30,1,2,230,0,0,1,13,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dF8Ia,0061600000v6WMq,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,360,360,360,0,30,1,2,360,0,0,1,20,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dF8Ia,0061600000tXAyV,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,150,16500,16500,16500,0,30,1,2,16500,0,0,1,21,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002dGPtM,0061600000v6JES,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3500,3880,1000,480,60,3,4,3880,0,0,6,21,2,100,100,2,Tlapa ILUCentro
Guerrero,0031600002SeY52,0061600000ogh8w,ILUMEXICO Financiador,Vendido,Pagado,Deudor PAR 60,50,9900,11620,2500,760,30,12,13,11600,20,20,12,34,5,99.83,99.83,2,Tlapa ILUCentro
Guerrero,0031600002Shbkh,0061600000ohNUf,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,9900,11620,2500,760,30,12,13,11620,0,0,12,33,10,100,100,2,Tlapa ILUCentro
Guerrero,0031600002ShmdY,0061600000ohRIk,ILUMEXICO Financiador,Vendido,Moroso Perdido,Moroso,15,3250,4000,500,291.67,30,12,13,1000,3000,3000,12,33,2,25,25,0,Tlapa ILUCentro
Guerrero,0031600002Shwea,0061600000ohWsR,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,15,3250,4000,400,300,30,12,13,4000,0,0,12,33,4,100,100,2,Tlapa ILUCentro
Guerrero,0031600002Sh2yG,0061600000ohIDV,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,15,3250,3250,1500,1750,30,1,2,3250,0,0,1,33,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002Sh2yB,0061600000ohLZD,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,50,50,50,0,30,1,2,50,0,0,1,33,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002Sh2yB,0061600000ohIDL,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,15,3250,3880,1000,240,30,12,13,2440,1440,1440,12,33,4,62.89,62.89,0,Tlapa ILUCentro
Guerrero,0031600002Sgs8O,0061600000ohGpH,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,15,2800,3480,600,240,30,12,13,3480,0,0,12,33,4,100,100,2,Tlapa ILUCentro
Guerrero,0031600002TUwVG,0061M00000xW1xi,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,0,4000,4000,2000,500,60,2,3,2000,2000,2000,4,7,1,50,50,0,Tlapa ILUCentro
Guerrero,0031600002TUwVG,0061600000tVoTH,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,,2500,700,600,30,3,4,2500,0,0,3,22,2,100,100,1,Tlapa ILUCentro
Guerrero,0031600002TUwVG,0061600000rvrkC,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,150,4600,4600,1500,1550,30,2,3,4600,0,0,2,27,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002TUwVG,0061600000rvE0l,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3200,3200,1000,1100,30,2,3,3200,0,0,2,27,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002TUwVG,0061600000pMkGX,ILUMEXICO Financiador,Vendido,Pagado,Deudor PAR 60,200,32000,32000,15,10661.67,30,3,4,31700,300,300,3,32,4,99.06,99.06,2,Tlapa ILUCentro
Guerrero,0031600002TVBMQ,0061600000pMpQw,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,9900,9900,9900,0,30,1,2,9900,0,0,1,32,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002TALzS,0061600000ohtQG,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,15,3250,3250,1000,1125,30,2,3,3250,0,0,2,33,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002fiyD2,0061M00000wSkfK,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,180,180,180,0,30,1,3,180,0,0,1,12,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002fiyD2,0061600000vidGl,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,3500,3500,2000,166.67,90,3,4,3500,0,0,9,18,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002fiyas,0061600000vidLC,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3500,3500,1700,1800,30,1,2,3500,0,0,1,18,2,100,100,1,Tlapa ILUCentro
Guerrero,0031M00002f0FI4,0061M00000vD7x7,ILUMEXICO Financiador,Vendido,Pagado,Deudor PAR 60,100,14000,14000,7500,3250,30,2,4,13880,120,120,2,18,4,99.14,99.14,1,Tlapa ILUCentro
Guerrero,0031600002akva0,0061600000tUy8E,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,2550,3190,550,220,30,12,13,2590,600,600,12,24,5,81.19,81.19,0,Tlapa ILUCentro
Guerrero,0031M00002gQBkf,0061M00000vtf9W,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,21000,21000,8000,4333.33,30,3,4,21000,0,0,3,17,3,100,100,1,Tlapa ILUCentro
Guerrero,0031M00002gQBkf,0061M00000vt9On,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,28000,28000,14000,7000,30,2,3,28000,0,0,2,17,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002bxX6D,0061600000tVrLS,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,22,1,100,100,3,Tlapa ILUCentro
Guerrero,003G0000020WJCn,0061600000v6WN0,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,180,180,180,0,30,1,2,180,0,0,1,20,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002bxIjr,0061600000tVnXi,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,3070,3070,2500,190,30,3,4,3070,0,0,3,23,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akek1,0061600000tUtZm,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3100,3100,1000,350,30,6,7,3100,0,0,6,24,6,100,100,1,Tlapa ILUCentro
Guerrero,0031600002akFef,0061600000tUJqK,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akVBW,0061600000tUqWt,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akWRT,0061600000tUqrZ,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akT1m,0061600000tUq0A,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akT1S,0061600000tUpzv,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akVpo,0061600000vidGg,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,230,230,230,0,30,1,2,230,0,0,1,18,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akVpo,0061600000tUqjZ,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akV8S,0061600000tUqW0,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2700,2700,1500,600,30,2,3,2700,0,0,2,24,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEe3,0061600000tU0Pv,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2790,1000,298.33,30,6,7,2790,0,0,6,24,3,100,100,2,Tlapa ILUCentro
Guerrero,0031600002akPVj,0061600000tUpNx,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2890,550,390,30,6,7,2890,0,0,6,24,7,100,100,1,Tlapa ILUCentro
Guerrero,0031600002akEdU,0061600000tU0LO,ILUMEXICO Financiador,Vendido,Pagado,Deudor PAR 60,25,2550,2890,550,390,30,6,7,2830,60,60,6,24,6,97.92,97.92,1,Tlapa ILUCentro
Guerrero,0031600002akDpm,0061M00000yeu42,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,360,360,360,0,30,1,2,360,0,0,1,7,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akVFs,0061600000tUqYk,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,2750,1500,625,30,2,3,2750,0,0,2,24,2,100,100,2,Tlapa ILUCentro
Guerrero,0031600002akVD3,0061600000tUqXr,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akVBM,0061600000tUqWo,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEdy,0061600000tU0PY,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2890,550,390,30,6,7,2890,0,0,6,24,4,100,100,2,Tlapa ILUCentro
Guerrero,0031600002akPVZ,0061M000011Gtc7,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,0,180,180,180,0,30,1,2,0,180,180,1,0,0,0,0,No Disponible,Tlapa ILUCentro
Guerrero,0031600002akPVZ,0061600000tUpNn,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2890,550,390,30,6,7,2890,0,0,6,24,7,100,100,1,Tlapa ILUCentro
Guerrero,0031600002akTUB,0061600000tUq6c,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEdF,0061600000tU0JJ,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,3190,550,220,30,12,13,3190,0,0,12,24,6,100,100,2,Tlapa ILUCentro
Guerrero,0031600002akEcv,0061600000tU0GP,ILUMEXICO Financiador,Vendido,Pagado,Deudor PAR 60,25,2550,2890,550,390,30,6,7,2850,40,40,6,24,3,98.62,98.62,3,Tlapa ILUCentro
Guerrero,0031600002akTNE,0061M00000vu4hO,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,180,180,180,0,30,1,2,180,0,0,1,16,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akTNE,0061600000tUq50,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2800,2800,2800,0,30,1,2,2800,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akVZg,0061600000tUqeN,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,1800,1800,1500,150,30,2,3,1900,-100,-100,2,24,3,105.56,105.56,2,Tlapa ILUCentro
Guerrero,0031600002akVC0,0061600000tUqXI,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEdj,0061600000tU0Mq,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2750,3380,550,235.83,30,12,13,3540,-160,-160,12,24,11,104.73,104.73,1,Tlapa ILUCentro
Guerrero,0031600002akEgs,0061M00000wtV9O,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,180,180,180,0,30,1,2,180,0,0,1,14,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEgs,0061600000tU1V2,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,3190,550,220,30,12,14,3190,0,0,12,24,12,100,100,2,Tlapa ILUCentro
Guerrero,0031600002akEdK,0061600000tU0Jl,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,1900,325,30,2,3,2550,0,0,2,24,2,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEd5,0061600000tU0I7,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,3190,550,220,30,12,13,3190,0,0,12,24,4,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEcq,0061600000tU0FA,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akXj1,0061600000tUrX3,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3100,3100,1000,350,30,6,7,3100,0,0,6,24,5,100,100,2,Tlapa ILUCentro
Guerrero,0031600002akVBb,0061600000tUqWy,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2550,2550,0,30,1,2,2550,0,0,1,24,1,100,100,3,Tlapa ILUCentro
Guerrero,0031600002akEgd,0061600000tU1TR,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2890,550,390,30,6,7,2890,0,0,6,24,3,100,100,2,Tlapa ILUCentro
Guerrero,0031600002akPVo,0061600000tUpO2,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,3190,550,220,30,12,13,3190,0,0,12,24,5,100,100,2,Tlapa ILUCentro
Guerrero,0031600002akEgE,0061600000tU1RI,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,2550,2790,1000,298.33,30,6,7,2790,0,0,6,24,4,100,100,2,Tlapa ILUCentro
Guerrero,0031600002akEgn,0061M00000vDDDM,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,230,230,230,0,30,1,2,230,0,0,1,18,1,100,100,3,Tlapa ILUCentro
